occupation_item_id	occupation_counts	en_label	en_description
57199189	705	figure skating coach	
1900167	889	psychotherapist	person who practices psychotherapy
2747456	191	prince	son of a prince, king, queen, emperor or empress, or other high-ranking person (such as a grand duke)
1229025	594	typographer	typography worker; for the designer of fonts and type, see Q354034
327321	292	mason	A craftsman who builds walls using stones and/or bricks. The terms mason and bricklayer may be defined more specific in English and Gaelic but not in other languages.
1340643	1029	master builder	profession
11781549	50	minnesänger	
4002666	1067	military physician	physician who works for the military
16271064	2069	herpetologist	person studying reptiles or amphibians
557880	349	investor	person who allocates capital with the expectation of a financial return
13382566	4995	canoeist	sportsperson taking part in canoe competitions
16004471	804	kayaker	person who paddles a kayak
17488316	910	prehistorian	archaeologist who is engaged in prehistory
16267607	3753	classical philologist	person studying ancient Greek or Latin texts
19829980	249	religious studies scholar	scholar of religious studies
38053159	52	geomorphologist	geologist who studies the form and evolution of landscapes
20873384	361	historian of classical antiquity	
13383011	1419	bobsledder	sportsperson practising bobsleighing
1662561	3914	paleontologist	scientist specialising in paleontology
21272406	146	paleoanthropologist	
477406	280	regent	governing official in the absence or incapacity of a monarch
13416354	1180	mineralogist	person studying minerals
13382981	777	luger	sportsperson taking part in luging competitions
17488363	324	economic historian	humanist who is engaged in economic history
226008	1010	Japanese idol	young starlet manufactured and marketed for image, attractiveness, and personality in Japanese pop culture
1934938	22	military advisor	soldier sent to a foreign nation to aid that nation in various military tasks
24265174	249	philosophy historian	occupation
2707485	3880	scenographer	profession
2310145	1591	meteorologist	scientist specialising in meteorology
1743122	1003	church historian	humanist who is engaged in history of church
2312865	58	military athlete	military supported by their country for practicing their sport
20826540	722	erudite	someone who has great knowledge
83460	589	general officer	military rank
13464497	493	pole vaulter	athlete in pole vaulting competitions
28789517	331	concentration camp guard	someone guarding a concentration camp
212948	1686	partisan	member of an irregular military force formed to oppose control of an area by a foreign power or by an army of occupation by some kind of insurgent activity
15632632	230	epigrapher	person who practices epigraphy
20972719	94	aeronautical engineer	profession
13382519	2690	table tennis player	sportsperson taking part in table tennis competitions
17504992	125	social historian	humanist who is engaged in social history
831474	1582	presbyter	profession
10511368	3293	high school teacher	teacher in a secondary education institution
11296761	1498	kickboxer	sportsperson taking part in kickboxing competitions
12961474	216	anarchist	person practicing anarchism
16755977	41	racial theorist	
497294	786	lepidopterist	person who specialises in the study of Lepidoptera
514	1	anatomy	branch of biology and medicine that considers the structure of living things
17486321	58	agrarian historian	humanist who is engaged in history of agriculture
14886050	381	terrorist	person who practises terrorism
12902372	690	flautist	musician playing the flute
2640827	1895	gynaecologist	physician who specialized in gynecology
8359428	1062	social activist	activist focused on social issues
728425	198	balloonist	profession
16102070	177	Marineoffizier	German navy officer
15924224	1011	internist	physician with medical specialty internal medicine; is skilled in the management of patients who have undifferentiated or multi-system disease processes; cares for hospitalized and ambulatory patients
18245236	509		
13382355	1479	archer	sportsperson taking part in archery competitions
16287483	4432	opinion journalist	journalist, writer or scientist who participates with his own contributions to the formation of public opinion on current issues
1906857	2010	mechanical engineer	specialized engineer
1172458	1222	muhaddith	specialist who profoundly knows and narrates hadith
25393460	1179	deacon	deacon of the Roman Catholic Church
6386271	194	media scholar	occupation
15117395	1089	track cyclist	subclass of a cyclist
1350189	770	egyptologist	person who studies Ancient Egypt and its antiquities
548320	445	brother	member of a mendicant religious order in Catholic Christianity
2883465	292	investment banker	
15255771	576	sinologist	person specialized in the study of Chinese language or culture
2504617	1806	romanist	scholar specialising in Romance studies
17489339	1148	historian of the modern age	person who studies modern history
852389	246	beekeeper	person who keeps honey bees
