item_id	occupation_count	occupation	description	in_google_news	language_detected	source	label	labeled_by	label_error_reason
5784340	268	consort	spouse of a ruler	1	fr	wikidata	1	human	
1781198	3237	agronomist	scientist who specialises in agronomy	1	nl	wikidata	1	human	
5137571	6913	basketball coach	one who directs and strategizes the behavior of a basketball team or player	0	en	wikidata	1	human	
20730881	145	volleyball coach		0	Unknown	wikidata	1	human	
15117302	13707	volleyball player	sportsperson who plays volleyball	0	en	wikidata	-1		
6168364	1636	jazz guitarist	guitarist who plays jazz	0	lb	wikidata	-1		
13590141	3451	presenter	person who hosts an event, for television presenter see: Q947873	1	da	wikidata	1	human	
11774156	556	memoirist	type of autobiographer	1	nl	wikidata	1	human	
3455803	6576	director	director of a creative work	1	la	wikidata	1	human	
13218361	382	polo player	sportsperson that plays polo	0	gl	wikidata	-1		
1524582	437	rancher	person who raises livestock on a ranch	1	fr	wikidata	1	human	
16060693	377	conservationist	person who seeks to protect natural resources including animal and plant species as well as their habitat for the future	1	en	wikidata	1	human	
1326886	1517	electrical engineer	person having Diploma or Degree in Electrical Engineering	1	en	wikidata	1	human	
175151	2735	printer	profession	1	ro	wikidata	1	human	
15994177	42	political theorist		0	en	wikidata	-1		
1416611	130	postmaster	head of a post office	1	da	wikidata	1	human	
1225491	3	dilettante	occupation	1	it	wikidata	1	cleanlab	
270141	52	Polymath	Individual whose knowledge spans a significant number of subjects	1	en	wikidata	0	human	
10873124	19961	chess player	individual who takes part in chess tournaments	0	en	wikidata	-1		
23305046	72	freemason	individual member	1	es	wikidata	1	human	
1079215	2976	AV Idol	Japanese idol who works in the pornographic business	0	Unknown	wikidata	-1		
9352089	1553	spy	person engaged obtaining information that is considered secret or confidential	1	kw	wikidata	1	human	
484876	2145	chief executive officer	highest-ranking corporate officer or administrator	0	en	wikidata	-1		
10384029	623	drug trafficker	unlicensed dealer in illegal drugs	1	de	wikidata	1	human	
15816836	444	bacteriologist	profession	1	en	wikidata	1	human	
2114605	1139	pharmacologist	study the manner in which drugs and medications interact with organisms, living systems, and their parts (i.e. cells, tissues, or organs)	1	en	wikidata	1	human	
27532437	2239	suffragist	activist advocating for the women's right to vote	1	la	wikidata	1	human	
322170	1181	suffragette	member of the Woman's Social and Political Union who advocated for women's right to vote	1	de	wikidata	1	cleanlab	
4220892	1798	film critic	journalist, who is dealing with films	0	en	wikidata	-1		
361809	170	rhetorician	teacher of rhetoric	1	fi	wikidata	1	human	
13570226	2150	literary historian	humanist who is engaged in history of literature	0	eo	wikidata	-1		
5121444	261	intelligence officer	person employed by an organization to collect, compile and/or analyze information	0	en	wikidata	1	cleanlab	
105186	3345	pharmacist	healthcare professional who practices in pharmacy	1	en	wikidata	1	human	
191808	2152	nun	member of a religious community of women	1	Unknown	wikidata	1	human	
189829	122	hermit	person who lives in seclusion from society	1	Unknown	wikidata	1	human	
42857	138	prophet	person claiming to speak for divine beings	1	fr	wikidata	1	human	
4178004	220	publicist	person who manages publicity for a public figure, a business or a work	1	de	wikidata	1	human	
17221	251	spokesperson	someone engaged or elected to speak on behalf of others	1	en	wikidata	1	human	
10866633	2831	speed skater	sportsperson taking part in speed skating competitions	0	en	wikidata	-1		
211346	4827	psychiatrist	physician who specializes in psychiatry	1	pl	wikidata	1	human	
24387326	183	mythographer	writer on mythology	0	en	wikidata	-1		
1572123	24	systems engineer	profession	0	en	wikidata	-1		
10843263	5038	field hockey player	sportsperson taking part in field hockey tournaments	0	en	wikidata	-1		
1021386	185	civil rights advocate		0	en	wikidata	-1		
2341443	1179	instrument maker	profession	0	da	wikidata	-1		
1259323	442	tribal chief	leader of a tribal society or chiefdom	0	Unknown	wikidata	-1		
15972912	798	modern pentathlete	athlete competing in modern pentathlons	1	gl	wikidata	1	human	
14915627	7727	musicologist	occupation	1	nl	wikidata	1	human	
20198542	470	music historian	occupation	0	en	wikidata	-1		
156839	1121	cook	occupation involving cooking food	1	en	wikidata	1	human	
1314140	67	audio drama actor	voice actor in an audio drama or radio play	0	la	wikidata	-1		
50654094	186	futsal coach		0	en	wikidata	-1		
3391743	4735	visual artist	artist involved with the visual arts	0	io	wikidata	-1		
10732476	2975	art collector	person who collects art	0	en	wikidata	-1		
13381376	3491	weightlifter	sportsperson who competes in weightlifting competitions	1	en	wikidata	1	human	
63173086	158	Jesuit	member of the Society of Jesus	1	fr	wikidata	1	human	
13141064	21046	badminton player	sportsperson specialized in badminton	0	es	wikidata	-1		
2462658	3716	manager	person whose job is to manage something	1	oc	wikidata	1	human	
2516852	479	literary editor	editor in a newspaper, magazine or similar publication who deals with aspects concerning literature and books, especially reviews	0	ro	wikidata	1	human	
126236	83	conquistador	soldiers, explorers, and adventurers at the service of the Spanish Empire and Portuguese Empire	1	es	wikidata	1	human	
19890761	17	artivist		0	de	wikidata	-1		
3606216	67	aphorist	writer of aphorisms	1	en	wikidata	1	human	
974144	4225	educator	occupation which teaches others knowledge, skills, and habits	1	ca	wikidata	1	human	
355242	188	showman	people who run amusement and side show equipment at regional shows, state capital shows, events and festivals	1	en	wikidata	1	human	
619851	27	gunfighter	person able to shoot quickly and accurately with a gun	1	en	wikidata	1	human	
18289562	12	frontiersman	person who lives on the frontier	1	en	wikidata	1	human	
865935	170	baseball coach	assistants to baseball (or softball) managers	0	en	wikidata	-1		
2566598	849	Christians Jehovah’s Witnesses	"member of a religious order or religious institute; ""monk"" or ""nun"", as opposed to an ordained ""priest"""	0	en	wikidata	-1		
4351403	1355	percussionist	musician who plays percussion	1	fr	wikidata	1	human	
118865	983	clarinetist	person who plays the clarinet	1	en	wikidata	1	human	
164236	349	war correspondent	journalist specializing in coverage of armed conflicts	0	de	wikidata	-1		
3579035	257	travel writer	person who writes travel literature	0	en	wikidata	-1		
1208175	1110	camera operator	professional operator of a film or video camera	0	ia	wikidata	-1		
16611574	128	social reformer	person who works towards social reform	0	en	wikidata	-1		
15709642	1127	snowboarder	sportsperson	1	en	wikidata	1	human	
15253558	4635	activist	person working with promoting or impeding, or causing social, political, economic, or environmental change	1	Unknown	wikidata	1	human	
15214752	823	cabaret artist	performing artist specialized in cabaret	0	oc	wikidata	-1		
41583	6089	coach	person involved in directing, instructing and training sportspeople	1	Unknown	wikidata	1	human	
19350898	723	theoretical physicist	occupation	1	en	wikidata	1	human	
15839134	1593	ecologist	person who works in the scientific field of ecology	1	en	wikidata	1	human	
13381572	5739	artistic gymnast	sportsperson who takes part in artistic gymnastics competitions	0	ca	wikidata	-1		
1897112	706	skipper	person responsible in a recreational or professional ship	1	da	wikidata	1	human	
5352191	973	technician	worker in technology	1	vi	wikidata	1	human	
10872101	1204	anatomist	scientist with a specialty in anatomy	1	hu	wikidata	1	human	
6337803	1605	neuroscientist	individual who studies neuroscience	1	nl	wikidata	1	human	
783906	1754	neurologist	physician who specializes in neurology	1	en	wikidata	1	human	
12377274	1559	trumpeter	musician who plays the trumpet	1	da	wikidata	1	human	
876864	3047	contributing editor	profession in the media business	1	en	wikidata	1	human	
2449921	286	drama teacher	educator who teaches acting	0	en	wikidata	-1		
13418253	5490	philologist	person who practices philology	1	en	wikidata	1	human	
5697103	635	antiquarian	specialist or aficionado of antiquities or things of the past	1	Unknown	wikidata	1	human	
3330547	607	chronicler	writer of a chronicle	1	en	wikidata	1	human	
1735282	39	cashier	person who handles the exchanging of money for goods at a store	1	fr	wikidata	1	human	
80687	664	secretary	occupation	1	fr	wikidata	1	human	
622807	7133	seiyū	Japanese voice actor or actress	0	Unknown	wikidata	-1		
191633	6341	mangaka	people who create manga	1	Unknown	wikidata	0	human	
19760296	120	viol player	person who plays the viola da gamba	0	oc	wikidata	-1		
5371902	603	harpsichordist	person who plays the harpsichord	1	de	wikidata	1	human	
212238	11361	civil servant	person employed for a government department or agency	1	fr	wikidata	1	human	
178197	294	mercenary	soldier who fights for hire	1	en	wikidata	1	human	
1409420	680	feudatory	someone who rules an area, (at least nominally) as vassal to a feudal overlord	0	tk	wikidata	-1		
11573099	61	royalty	family and relative members of the king or queen	1	en	wikidata	0	human	
327029	448	mechanic	profession	1	Unknown	wikidata	1	human	
60319535	49	starship pilot	person who controls the flight of a starship	0	en	wikidata	-1		
1714828	161	hunter	person who hunts	1	da	wikidata	1	human	
55983771	101	assassin	profession	1	tk	wikidata	1	human	
2859165	57	aquanaut	underwater diver who remains at depth for longer than 24 hours	1	ca	wikidata	1	human	
254651	346	navigator	crew position responsible for navigation of an aircraft or vessel	1	Unknown	wikidata	1	human	
621613	70	bounty hunter	person who catches fugitives for a monetary reward	1	en	wikidata	1	human	
15983985	779	classical archaeologist	archaeologist in the field of the Graeco-Roman antiquity	0	la	wikidata	-1		
462390	1125	docent	person who teaches at universities and educational institutions	1	en	wikidata	1	human	
998550	2686	bookseller	person selling books	1	en	wikidata	1	human	
4182927	394	stockbroker	professional  who buys and sells shares and other securities for both retail and institutional clients	1	en	wikidata	1	human	
2962070	1207	production designer	person responsible for the overall look of a filmed event	0	fr	wikidata	1	human	
15472169	691	patron of the arts	person who engages in patronage	0	en	wikidata	-1		
7019111	1678	social worker	person who performs social work	0	en	wikidata	1	human	
12318472	25	department head	manager of a university department	0	en	wikidata	-1		
22336956	93	humanitarian	person dedicated to the help of people	1	es	wikidata	0	cleanlab	
11085831	340	interpreter	person who works with translating and communicating in different languages	1	la	wikidata	1	human	
1731155	1429	orientalist	person who studies Oriental cultures	1	en	wikidata	1	human	
64733534	179	collector of fairy tales		0	en	wikidata	-1		
3410028	852	psychoanalyst	psychiatrist or psychotherapist who specializes in psychoanalysis	1	nl	wikidata	1	human	
222982	975	flying ace	Distinction given to fighter pilots	0	Unknown	wikidata	-1		
